sentence,labels,lang
"$NQ wurde hart getroffen, dieses AM --> sieht aus, als hätte es Unterstützung gefunden, eine 18.89 http://stks.co/s052z",2,de
"Im Jahr 2008 erzielte AVC Systemhaus einen Nettoumsatz von 10 Mio . USD 7,1 Mio .",0,de
"Das Unternehmen hat am Fuße des Mount Everest eine 3G-Basisstation errichtet, die es Bergsteigern am 29.035-Fuß-Gipfel ermöglicht, im Internet zu surfen und sogar Videos ihrer Heldentaten zu senden.",1,de
Wir bieten unseren Kunden Lösungen auf Basis nachwachsender Rohstoffe.,0,de
"Eine Umfrage von Taloustutkimus für Sampo Life zeigt, dass Unternehmen schlecht darauf vorbereitet sind, wichtige Mitarbeiter zu verlieren.",0,de
"Antti Orkola , Präsident von Kemira GrowHow 's Industrial Solutions Unit , sagte Thomson Financial News das Unternehmen hat die Eröffnung der Mine verschoben , da die Preise für Phosphat wurden ` ziemlich deprimiert für eine lange Zeit ' . """,0,de
Der Gewinn vor Steuern des Lebensversicherungsgeschäfts der Gruppe stieg von 27 Mio EUR auf 36 Mio EUR .,1,de
Wir stellen folgende brandneue Marktanalysen zur Verfügung: Cement - Pakistan Cement - Malaysia Cement - Taiwan Cement - Philippinen Diese Analysen geben einen klaren Überblick über die tatsächliche Lage und die Zukunftsaussichten der Zementindustrie in einigen asiatischen Ländern.,0,de
Das Unternehmen betreut rund 3.000 Kunden in über 100 Ländern.,0,de
RT @alphatrends VMärkte wirken immer noch schwach http://stks.co/1agn $SPY $QQ $XLF $SMH $IWM,2,de
"Das Betriebsergebnis belief sich auf 30,2 Mio EUR , gegenüber 43,8 Mio EUR im Vorjahr .",0,de
"Einer der installierten Aufzüge wird ein Doppeldeck-Aufzug sein , der eine effizientere Nutzung des Kernraums des Gebäudes ermöglicht .",1,de
"HELSINKI ( AFX ) - Outokumpu sagte, es habe zugestimmt, die Nickelmine Hitura in Finnland an die kanadische Gruppe Belvedere Resources Ltd für 10 mln eur im Wert von Belvedere Aktien zu verkaufen.",0,de
Ich habe nur lange $ILMN gemacht.,1,de
`` Soziale Vernetzung und standortbasierte Dienstleistungstrends stellen heute einen erheblichen Anteil am Internetverkehr dar und sind für MID-Nutzer attraktiv.,0,de
"Insgesamt wurden im vierten Quartal 2009 30 % des Auftragswertes gebucht , der Rest wird im zweiten Quartal 2010 gebucht .",0,de
Johnson Matthey Aktienkurseinbußen als Unternehmen stellt Ergebnisse für das Gesamtjahr,2,de
Bisher gab es keine Aktienabos mit Aktienoptionen aus dem Jahr 2004 .,0,de
AffectoGenimap baut für seine Kunden in Finnland und den baltischen Ländern maßgeschneiderte IT-Lösungen.,0,de
Der Abschluss der Transaktion ist für den 10 . Januar 2008 geplant .,0,de
"Das Angebot wird jedoch wahrscheinlich nicht bei der aktuellen Bewertung erfolgen , was zum Teil auf dem Deal beruht , in dem das Unternehmen zu einer Börsenhülle zusammengeführt wurde .",0,de
"Das Betriebsergebnis für den Zwölfmonatszeitraum verringerte sich von dem Ergebnis von 0,4 Mio EUR , während der Umsatz gegenüber 2004 von 5 ,6 Mio EUR zurückging .",0,de
Die Verwalter haben in den nächsten 15 Monaten auf 900 Stellenabbau beim irischen Versicherer hingewiesen .,0,de
Der Nettoumsatz dürfte sich 2008 auf dem gleichen Niveau wie 2007 bewegen .,0,de
Technische Indikatoren für die Aktie sind bullisch und S&P gibt NOK eine positive 4 STARS von 5 Buy-Ranking .,1,de
"Der Umsatz des Quartals belief sich auf 27,4 Milliarden , was einem Rückgang um 2 Prozent gegenüber 28 ,1 Milliarden im vierten Quartal 2008 entspricht .",2,de
N-Viro betreibt Verarbeitungsanlagen sowohl unabhängig als auch in Partnerschaft mit Kommunen.,0,de
Die Zahl der Körperverletzungsfälle vervierfachte sich im Zeitraum 2000-2006 .,2,de
"Laut Ringman haben finnische Papierunternehmen Know-how und Kapazitäten im Papierrecycling erworben , was sich als erfolgreiche Strategie erwiesen hat .",1,de
"Das Unternehmen sagte auch, dass in Polen ein Rentabilitätsprogramm in der Oborniki Stahlrahmen und Sandwich-Panel-Anlage gestartet wurde.",1,de
"Und US-Energiemanager sagen, hohe Stahlpreise bedrohen die Energieexploration .",2,de
Tesco Umsatzanstieg zeigt vorläufige Erholung weiter,1,de
In Finnland verursachte die Einführung des Vertriebs von 3G-Mobiltelefonen in den ersten Tagen keinen dramatischen Ansturm im mobilen Einzelhandel .,0,de
$NUAN hielt gut nach den großen Gewinnen! Vielleicht sind wir endlich in Bewegung auf diesem!! seine immer noch sehr unterbewertet und hat großen Aufwärtstrend,1,de
"Das Unternehmen kann in den kommenden Monaten in zwei Teile aufgeteilt werden , wobei Essent Produktion und Versorgung besitzt und betreibt und Enexis das Netz besitzt und betreibt .",0,de
Die Beamten legten den Auftragswert nicht offen .,0,de
"Die führenden Aktien Londons sprangen heute mit der Öffnung des Marktes fast 100 Punkte oder 1,7 % an .",1,de
Im dritten Quartal des Geschäftsjahres 2008 verringerte sich der Nettoverlust in Höhe von 400.000 EUR gegenüber einem Nettogewinn in Höhe von 200.000 EUR für den entsprechenden Zeitraum des Geschäftsjahres 2007 .,0,de
"Der operative Verlust der Gruppe betrug 0,8 Mio . EUR , gegenüber einem Ergebnis von 2,5 Mio . EUR im Jahr 2004 .",0,de
Die Umstellung wurde durch die schwache Nachfrage nach forstwirtschaftlichen Ausrüstungen und die unsichere Marktlage ausgelöst .,2,de
"Das Unternehmen hatte pro-forma Nettoumsatz von 140 mln Euro $ 188,9 mln und ein operatives Ergebnis von 13 mln Euro $ 17,5 mln für 2006 .",0,de
"Der Geschäftsführer Kari Inkinen erklärt , dass sich die Leasingoperationen von Sponda äußerst günstig entwickelt haben .",1,de
"17. März 2011 - Goldman Sachs schätzt , dass es negative Aussichten für den norwegischen Mobilfunkbetrieb des norwegischen Telenor ASA OSL : TEL und Schwedens TeliaSonera AB STO : TLSN kurzfristig gibt .",2,de
"$TSLA dampft wieder auf, diese Aktie ist im Moment unerbittlich",1,de
Marathon schätzt den Wert seiner verbleibenden Beteiligung an Protalix auf $ 27 Millionen.,0,de
Whitbread Aktienkurs steigt auf Q4 Umsatzwachstum,1,de
Incap Contract Manufacturing ist eine Tochtergesellschaft der Incap Corporation of Finland.,0,de
"Das Betriebsergebnis belief sich im entsprechenden Zeitraum 2006 auf 37,7 Mio EUR , was einem leichten Anstieg gegenüber 37,2 Mio EUR entspricht .",1,de
"Wir gingen auf den Markt mit Ertragsprognosen der 7,25 % Fläche , was uns die Flexibilität gab, um um 1-8 zu steigen oder zu sinken .",0,de
"RT @stockdemons denken, Shorting hier in die Nähe könnte spielen, $SPY - high beta reversing..looks einen Schuss wert",2,de
"VDW kombiniert mit LXE-Geräten erhöht die Produktivität , so dass Arbeiter ein einziges Gerät verwenden, um Sprach- , Scan- und Tastaturfunktionen durchzuführen .",1,de
So wird die Methode die Betriebskosten senken und die Planungs- und Bauprozesse fixieren.,1,de
Der Nettoumsatz von Talentum lag im September unter dem erwarteten Wert .,2,de
COPYRIGHT AFX News und AFX Financial News Logo sind eingetragene Warenzeichen von AFX News Limited,0,de
$LNKD Daily Phase 2 retest - Preis mit frühen Ablehnung. Kann es erneut testen? http://stks.co/t04xX,2,de
RBS soll Howard Davies zum nächsten Vorsitzenden ernennen,0,de
"Tesco, Asda Umsatz fallen als Marsch der Discounter weiter-Kantar",2,de
"`` Mit dieser neuen Version ist es uns sehr wichtig, einen BIM-Prozess einzuführen, der auf dem detaillierten Bauinformationsmodell basiert.",0,de
SAMPO PLC Jarmo Salonen Leiter Investor Relations und Group Communications Tel. +358 10 516 0030 Vertrieb : NASDAQ OMX Helsinki Die wichtigsten Medien Finanzaufsicht www.sampo.com Diese Mitteilung wird von Thomson Reuters im Namen von Thomson Reuters Kunden vertrieben .,0,de
.@barronsonline sieht #Apple bei $150/Aktie in einem Jahr (+36% von heute) über wachsende Dienstleistungen Geschäft. $AAPL https://t.co/3BDNEKN7l1,1,de
Pharmamarkt in Polen Global Research & Data Services hat kürzlich eine Marktanalyse über die Pharmamärkte in Polen veröffentlicht.,0,de
Insgesamt hat Finnair aufgrund des Streiks über 500 Flüge abgesagt.,2,de
Der Arbeitgeber unterstützt zusammen mit dem Gesundheitspersonal das Aufhören und zahlt einen Teil der Kosten für Nikotinbehandlungen.,0,de
Der Verlust vor Steuern belief sich auf 117 Mio EUR im Vergleich zu einem Verlust von 65 Mio EUR im entsprechenden Zeitraum .,0,de
"Der Auftrag umfasst 48 Schiffskrane, die für 12 Container Feeder geliefert werden, um in Wenchong Werft in China gebaut werden.",0,de
"Kupfer , Blei und Nickel sanken auch ... HBOS ( HBOS ) sank 20 % auf 70,3 Pence, nachdem in diesem Jahr gesagt+ó ??",0,de
$GOOG Test der 200 Tage nach einigen Konsolidierung http://stks.co/h0cPJ,1,de
"Er tritt bei Technopolis von KONE ein , wo er verschiedene Positionen innerhalb der Gruppe bekleidet hat , zuletzt als Director of Service Business and Business Development für KONEs Operationen im Nahen Osten .",0,de
"Es gelang uns , unseren Marktanteil der verkauften Wohnung zu erhöhen , so Kari Kauniskangas , Leiter der YIT International Construction Services .",1,de
"Die Rentabilität ( EBIT % ) betrug 13,9 % gegenüber 13,1 % im Vorjahreszeitraum .",1,de
Der Nettoumsatz der finnischen GeoSentric sank im Januar bis März 2009 auf 939.000 EUR .,0,de
"Die Anlage ist für Ende Februar 2007 mit der Übergabe von einigen Gebieten im Januar geplant Zwei andere Anbieter von Nokia - Aspocomp Group Oyj und Perlos - haben ihre Pläne angekündigt, Pflanzen innerhalb des Nokia-Komplexes zusammen zu etablieren, sie werden Rs 365 Crore investieren.",0,de
- UPM-Kymmene wurde von Goldman Sachs auf ` Inline ' von ` Underperform ' aktualisiert.,1,de
Sumpf in Weir führt FTSE nach unten von Rekordhoch,2,de
"Jan. 6 -- Ford kämpft angesichts der Verlangsamung LKW-und SUV-Verkäufe und eine Überbrückung von up-to-date , müssen-haben Autos .",0,de
"Royal Mail ""verstärktes Wettbewerbsrecht"" über die Änderungen des Lieferdienstes, Ofcom Ansprüche",2,de
"Die Zusammenarbeit umfasst den Erwerb eines Anteils von 35 % an dem neuen Joint Venture-Unternehmen , das in Alma Medias Heimverkäufen , Fahrzeug- und Verbraucherwerbungsmarktgeschäften tätig ist .",0,de
"Das Werk ""Efore"" in Saarijarvi in Zentralfinnland ist einer der größten Arbeitgeber in der Region.",0,de
Allerdings werden kurzfristige Vermietungen immer beliebter.,0,de
"EMSA Stellvertretender Vorsitzender des Verwaltungsrats Juri Lember sagte BNS am Mittwoch, dass dies das erste Mal war, dass er über den Streik hörte, da die schwedische Seite die estnische Union noch nicht informiert hatte.",0,de
Tesco schließt neuen Vorsitzenden mit Dixons Carphones John Allan im Rahmen,1,de
"Das Gerät bietet Multimedia-Leistung zusammen mit einer Vielzahl von Produktivitätsanwendungen , einschließlich Live-Aktienpreise .",0,de
Der Umsatz stieg um 19.2 pct auf 1.002 bln eur und übertraf damit die 953 mln eur-Konsenszahl .,1,de
$FB kehrt im frühen Handel zurück... https://t.co/reuf5PzhBm,2,de
"Utahs Hauptstadt wollte der nächste US-Hauptsitz von Amer Sports Corp. sein, einer Skiausrüstungsfirma.",0,de
Old Mutual First-Quarter-Verkäufe um 18% gestiegen,1,de
Die Dividende ist am 1 . Februar 2010 an die am 19 . Januar 2010 registrierten Aktionäre zu zahlen .,0,de
"Im Januar gingen die Verkäufe in Finnland um 10,5 % zurück , während die Verkäufe außerhalb Finnlands um 17 % zurückgingen .",2,de
Darüber hinaus wird Bunge auch einen Lizenzvertrag für die Marken Sunnuntai und Carlshamn Mejeri unterzeichnen .,1,de
"KESKO CORPORATION STOCK EXCHANGE RELEASE 28.02.2008 AT 09.30 1 ( 1 ) Kesko Corporation und Aspo plc unterzeichneten heute eine Vereinbarung , mit der Aspo das Aktienkapital der Kauko-Telko Ltd , einer Tochtergesellschaft , die zu 100 % im Besitz von Kesko ist , erwirbt .",1,de
$LULU #Outlook #Q1 2013 #verlorene Einnahmen im Bereich von $12 Millionen bis $17 Millionen -nicht gut,2,de
Mobilfunk- und drahtloser Breitbandanbieter Nokia Inc NYSE : NOK hat heute neue finanzielle Ziele und Prognosen für Nokia und die mobile Geräteindustrie sowie für Nokia Siemens Networks und den Markt für mobile und feste Infrastruktur und damit verbundene Dienstleistungen festgelegt .,0,de
"POYRY PLC Weitere Informationen von: Heikki Malinen , President und CEO , Poyry PLC Tel. +358 10 33 21307 Poyry ist ein globaler Experte für Beratung und Engineering .",0,de
"Das dänische Unternehmen FLSmidth hat anerkannt, dass es ein Patent des finnischen Metso verletzt hat.",0,de
Amanda Capital investiert in 22 Private-Equity-Fonds und in über 200 nicht börsennotierten Unternehmen vor allem in Europa .,0,de
"Der Zinsüberschuss betrug 39,3 Mio EUR , gegenüber 32,7 Mio EUR .",1,de
"Jeder Beta-Tester erh+ñlt kostenlos sechs Monate lang Updates und hat eigenen Aussage die M+Âglichkeit , die letzte Version zu fließen .",0,de
"JP Morgan erwartet , dass Scala die Wachstumsprognose von Nobel Biocare für 2007 aus der aktuellen Prognose von 23-25 pct sowie das operative Margenziel vom aktuellen 34-35 pct senken wird .",0,de
"Aviva verspricht höhere Dividenden, um den flaggenden Aktienkurs anzukurbeln",1,de
Darüber hinaus sind MIDs immer online und ermöglichen vollständige Internet-Browsing .,0,de
"Fiskars hat ein starkes Portfolio an internationalen Marken , darunter Fiskars , Iittala , Gerber , Silva und Buster .",1,de
#Tesla: Model X erinnert an Zuverlässigkeitsprobleme $TSLA https://t.co/jVXQ4DoXnP,2,de
Der Name des Käufers wurde nicht bekannt gegeben.,0,de
"Der Umsatz des Gemüseölgeschäfts stieg von 10,1 Mio. EUR auf 10,6 Mio. EUR .",1,de
Im Rahmen der Vereinbarung wird Benefons bevorstehendes Angebot an integrierten TWIG-GPS-Navigations- und Mobiltelefongeräten die gemeinsam entwickelte webbasierte Tracking- und Standorttechnologie sowohl in Verbraucher- als auch in kommerziellen Anwendungen nutzen .,0,de
"Nach dieser Erhöhung beträgt das eingetragene Aktienkapital von Huhtamaki 360 ,62 Mio EUR und die Anzahl der ausstehenden Aktien 106.063.320 .",0,de
"Das dreijährige Turn-around-Programm soll die zukünftige Wettbewerbsfähigkeit Salomons sicherstellen , sagte das Unternehmen .",1,de
"Im Herbst plant es, den Dienst nach St. Petersburg und Moskau zu erweitern und den Dienst nach Jekaterinburg, Russland, dort dreimal pro Woche zu starten.",1,de
"Der Gewinn des Unternehmens belief sich im ersten Halbjahr 2007 auf 578.100 Ls , was einem Rückgang von 30,9 % gegenüber dem Vorjahr entspricht .",2,de
Der Bundesminister für Verkehr und Kommunikation Mexikos hat Poyry und seinen mexikanischen Partner Sintra einen Beratungsauftrag im Zusammenhang mit der Vorstadtbahn Buenavista-Cuautitlan verliehen.,1,de
FDA genehmigt AstraZeneca Medikament für fortgeschrittenen Lungenkrebs,1,de
Der Auftrag ist in Metso's viertes Quartal 2007 Auftragsbestand enthalten .,0,de
Lieksaare Oy wurde früher unter der Kontrolle von Saarelainen Oy und den einzelnen Aktionären im Rahmen der Aktionärsvereinbarung betrachtet .,0,de
"Ragutis , das von der finnischen Brauerei kontrolliert wird , verzeichnete einen Anstieg des Bierumsatzes um 5,4 Prozent auf 10,44 Millionen Liter und hielt einen Marktanteil von 11,09 Prozent .",1,de
$mcp rolling over für eine neue intraday Tief. Bottom Pickers weiterhin zerstört werden,2,de
"Das Unternehmen hat einen Jahresumsatz von 32,8 Mio. EUR.",0,de
Es verfügt über80 Niederlassungen in Finnland mit jährlichen Einnahmen in Finnland von ?,0,de
"Das Portfolio umfasst 118.000 m2 vermietbare Fläche mit einer Leerstandsquote von rund 5 % , davon rund 140 Mieter , von denen zwei der größten die schwedische Regierung und Ericsson sind .",0,de
WPP steigert Umsatz trotz vorsichtiger Kunden,1,de
Die mittelfristigen operativen Ziele des Unternehmens bleiben unverändert .,0,de
"ADP News - Feb 13 , 2009 - Der finnische Einzelhändler Kesko Oyj HEL : KESBV sagte heute , dass sein Gesamtumsatz , ohne Mehrwertsteuer , im Januar 2009 bei 661,3 Millionen USD 853,1 Mio .",2,de
`` Die Verbraucher haben unser verpacktes frisches Fleisch sehr gut erhalten.,1,de
Das korrigierte Kapitel ist in seiner Gesamtheit unten .,0,de
"Der Großteil der Lieferungen umfasst verschiedene AC- und CXE-Verstärkerlösungen und -Produkte von DINH Telecom , einem Unternehmen , das im vergangenen Frühjahr von Teleste übernommen wurde .",0,de
"TietoEnator selbst nutzt Nokia's Intellisync Mobile Suite drahtlose E-Mail , Kalender , und Geräte-Management-Funktionen , und das Unternehmen wird nun diese Dienste auf seine Kunden erweitern .",1,de
Es wird Heizung in Form von heißem Wasser für den Bedarf des Sägewerks bieten .,0,de
"Der Nettoumsatz ging jedoch von 1,2 Mrd EUR auf 803,6 Mio EUR zurück .",2,de
"Im zweiten Quartal 2010 verringerte sich der Nettoverlust von 1,5 Mio EUR im gleichen Zeitraum des Jahres 2009 auf 123.000 EUR .",1,de
"$DGI technische Warnungen: Gilligan's Island Kaufen Setup, Stochastic Kaufen Signal, Lizard Bullish, Hammer Candlestick, Wid... http://stks.co/c29Nu",1,de
Der Stichtag für die Dividendenausschüttung ist der 14 . März 2008 .,0,de
( I&H ) in einem Schritt zur Steigerung des Wachstums .,1,de
"Die EBWE verwendet ihre eigenen Mittel für ein Darlehen von 21,6 Millionen A , während der B-Anteil von 10 Millionen Euro zwei finnischen Geschäftsbanken , der Nordea Bank Finland Plc 7,7 Millionen Euro und der Pohjola Bank Plc 2,3 Millionen Euro , zugeordnet wurde .",0,de
"Stockholm , 3. März 2011 Über Cybercom Die Cybercom Group ist eine High-Tech-Beratung, die globale Sourcing-Lösungen anbietet .",0,de
"Er sagte, dass er fünf Familien im Monat an die Wirtschaft verloren hat, da viele alternative Vorkehrungen treffen, um Geld zu sparen.",2,de
"MILAN ( AFX ) - Die italienische Reederei Grimaldi hat seine Beteiligung an der finnischen Firma Finnlines auf 35,4 pct von der 30.5 pct im Juni gehalten erhöht , nach Nachrichtenagentur ANSA .",0,de
"Kommentar zu dem Deal, Shane Lennon, SVP von Marketing & Produktentwicklung bei GyPSii sagte: ?",0,de
"Der externe Nettoumsatz aus dem Druckgeschäft ging um 43,7 % zurück , was zum Teil auf die Beendigung des Druckvertrags zwischen der Druckerei I-print Oy von Ilkka-Yhtyma und dem Sektor Player HSS Media AB im Dezember 2009 und den Rückgang der Druckpreise zurückzuführen ist .",0,de
"Die Gruppe beabsichtigt, Lager-und Büroräume in Loudeac und Saint Marcel nach Morvillars, im Osten des Landes, wo sie bereits betreibt eine Haken Herstellung und Vertrieb.",0,de
